т.	1.това́рищ2.том3.то́нна4.телефо́н5.тира́ж6.то́чка7.ты́сяча
трюмо́	n indeclkonsollspegl [-Ꞌsɔl-]с0о
трю́фель	plurтрю́фелиo.s.fr. ogóvkm.трюфел|я́, ~е́й, ~я́мm1.(подотряд Tuberales) trøffilм0осн-s,-ar, trøflaжгл-a2.(конфета) trøffilм0осн-s,-ar(sjokulátafylla)
тряпи́чник	m1.tlm.,atf.(франт) mótaprinsurмсогл-arнеодобр., lapsurмсогл-ar2.gml.(собиратель тряпья и т.п.) kloddasamlariмгл-ari, klútasamlariмгл-ari
тряпи́чница	f1.tlm.,atf.(франтиха) mótadukkaжгл-aнеодр., pyntidukkaжгл-aнеодр., pyntireyvж0-irнеодр.2.gml.(собирательница тряпья и т.п.) kloddasamlariмгл-ari, klútasamlariмгл-ari(konufólk)
тряпи́чный	adj1.klúta-, klodda-; тряпи́чная бума́га klútapappír, kloddapappír; тряпи́чная ку́кла klútadukka, trølltoppaжгл-a2.gml., vamv.(слабовольный) viljaveikurсогл, nakkleysurсоглкн., ред.
тря́пка	plurтря́п|ки, ~ок, ~камf1.(лоскут ткани) kloddiмгл-i, spjørrж0-ar{ø/a}; klúturмсогл-ar(тж для мытья и др.); lappiмгл-i(для более мелкого мытья); tvøga [tʰvøːva]жгл-a(более грубая,для мытья полов и т.п.); пы́льная тря́пка støviklútur; полова́я тря́пка gólvtvøga; тря́пка для посу́ды uppvaskilappi2.plurtlm.,atf.(наряды) klæðirсгл-iмн3.fl.,niðr.(о человеке) tvøga [tʰvøːva]жгл-aпрезр.(viljaleyst fólk) =>провести́3
тря́почка	plurтря́поч|ки, ~ек, ~камf dim avтря́пка@молча́ть {пома́лкивать} в тря́почкуtlm.,skemt.sitaслнa-ó-iog tiga
тря́почный	adjklúta-, klodda-
тряпьё	n1.(ветошь, тряпки) kloddarмгл-iмн, klútarмсогл-arмн2.tlm.(рваная одежда) (kloddut) pløggс0о{a/ø}мн
тряси́на	f1.(зыбкое место) mýraжгл-a(болото); blotiмгл-i, bleytlendiсгл-i, , soyðiсгл-i;runudíkiсгл-i, (болотистое место)2.fl.(среда) kyksendiсгл-iперен.
тря́ска	plurтря́с|ки, ~ок, ~камfristingж0-ar; skjálvti [ʃɔl̥tɪ]мгл-i(дрожь)
тря́ский	stfтря́с|ок, ~ка, ~ко, ~ки; compтря́счеadj(об экипаже) dumsandiглandi, bumsandiглandi(um akfar); ójavnurсогл{a/ø}, óslætturсогл{æ/ø}(um veg) (о дороге)
трясогу́зка	plurтрясогу́з|ки, ~ок, ~камf(Motacilla) erlaжгл-a; бе́лая трясогу́зка (M. alba) erla kongsdóttirжгл-a-ж0род; го́рная трясогу́зка (M. cinerea) áarerla; жёлтая трясогу́зка (M. flava) gulerla
трясти́	тряс|у́, ~ёшь, ~у́т; pretтряс, трясл|а́, ~о́, ~и́ipf1.Acc momentтряхну́тьтряхн|у́, ~ёшь, ~у́т(толчками колебать) ristair(t)Вин; трясти́ ру́кукому-л.takaслнó-ó-ií hondinaá o-m; трясти́ я́блоки rista súreplir niður2.bert 3. pers brúktur кого-л. óp(вызывать дрожь) ristastir(t), skelvaслнa-u-o(av fepri o.tíl.); их трясёт от хо́лода teir skelva av kulda, teir ristast av kulda3.pfвы́трястивы́тряс|у, ~ешь, ~ут; pret вы́тряс ,~ла, ~ло, ~ли что-л.(размахивая очищать) ristair(t)o-m; трясти́ ковёр rista teppinum4.чем-л.(из стороны в сторону) ristair(t)við o-m; трясти́ голово́й rista við høvdinum [hœtː-]5.óp(быть тряским) ristastir(t); в авто́бусе трясёт bussurin ristist
трясти́сь	тряс|у́сь, ~ёшься, ~у́тся;pretтря́сся, трясл|а́сь, ~о́сь, ~и́сьipf1.momenttlm.тряхну́ться тряхн|у́сь, ~ёшься, ~у́тся(дрожать) ristastir(t), skelvaслнa-u-o; он весь трясётся hann ristist allur [atl-] sum hann er; у него́ трясу́тся ру́ки hann ristist á hondunum; hann er skjálghentur (как постоянное качество)2.над Instlm.(бояться потерять) vera sárurсоглum Вин; он тря́сся над ма́рками ≈ hann bøldi oman á frímerkjunum3.перед Instlm.(дрожать) ræðastir(d)Вин, óttastaðiВин, skelvaслнa-u-ofyri Дат4.tlm.(при езде) vera risturсогл(í bili o.tíl.) =>копе́йка@
трясу́чка	plurтрясу́ч|ки, ~ек, ~камf1.tlm.(лихорадка) fepurм0осн-s,-ar2.tlm.(дрожь) skjálvti [ʃɔl̥tɪ]мгл-i; kulsingж0-ar(озноб)
тряхну́ть	moment síтрясти́1 =>старина́I @
тряхну́ться	moment síтрясти́сь1
ТС	[тэ-э́с]m indeclTollsamgongan [tɔtl-] (реже[tɔls-] (millum Russland o.o. lond)
т/с	теку́щий счёт leypandi rokning
тсж	[тэ-сэ-жэ́]n indecleigarafelagсоо{0<>i}(fyri íbúðir o.tíl.)
тсс	interтсс! hússj
тт.	1.това́рищи2.тома́
ТТН	[тэ-тэ-э́н]f indeclтова́рно-тра́нспортная накладна́я waybill [vεipɪlː]ж непр англ. спец.,арго
ту1	I Acc avта,síтот
ТУ(-)1	I [ту] самолёт констру́кции А.Н. Ту́полева TU- [Ꞌtʰeː Ꞌuː] (slag av flogfari)
Ту(-)2	II [ту]síТУ(-)
ту2	IIn indeclтерриториа́льное управле́ние økisleiðsla
туале́т	m1.(действие) tað at gera seg kláran, tað at gera seg í stand (vaska sær,lata seg í o.a.)2.(одежда) klæðirсгл-iмн3. (столик) toilettborð [tʰɔiꞋlεʰtː]с0о4.(уборная) toilett [tʰɔiꞋlεʰtː]с0о, wc [veːsi]сгл-i,vesс0о, vesiсгл-i=>же́нский3
туале́тный	adjtoilett- [tʰɔiꞋlεʰt-]; туале́тная бума́га vesipappír, vespappír, toilettpappír [tʰɔiꞋlεʰt-]; туале́тное мы́ло toilettsápa [tʰɔiꞋlεʰt-]
Туамо́ту	plur indeclTuamotuoyggjarnar [-Ꞌmoː-]ж0-ar{+}мн опр.
ту́ба	f1.mus.(музыкальный инструмент) tubaжгл-a(;0-ir)2.síтю́бик
туберкулёз	mtuberklar [-Ꞌpε-]м0осн-s,-arмн; tuberklasjúka [-Ꞌpε-]жгл-a; туберкулёз лёгких lungatuberklar, lungnatuberklarнп=>больно́йII
туберкулёзник	mtlm.tuberklasjúklingur [-Ꞌpε-]мсогл-ar, tuberklasjúkur [-Ꞌpε-]мприл
туберкулёзный	adjtuberkla- [-Ꞌpε-]; туберкулёзный больной tuberklasjúklingur [-Ꞌpε-]; туберкулёзный санато́рий tuberklasanatorium [-Ꞌpεɹ̥klasaː-]
туберо́за	f(Polianthes tuberosa)planta úr ættini Asparagaceae(en.tuberosa; da.tuberose)
Тува́	fTuva [tʰuːwa]с indecl; Респу́блика Тува́síТыва́
Тува́лу	n indeclTuvalu [-Ꞌvaːlu]с нескл.
туви́нец	Gen, Accтуви́нц|а; plur~ы, ~ев, ~амmtuvinari [-Ꞌviː-]мгл-ari, tuvini [-Ꞌviː-]мгл-i
туви́нка	plurтуви́н|ки, ~ок, ~камftuvinari [-Ꞌviː-]мгл-ari, tuvini [-Ꞌviː-]мгл-i(konufólk)
Туви́нская Автоно́мная Сове́тская Социалисти́ческая Респу́блика	sovjet.Tuvinska [-Ꞌviː-] sjálvstýrandi [ʃɔls-] sovjetska [sɔujεska] sosialistiska [-Ꞌlɪ-] lýðveldið
туви́нский	adjtuvinskur [-Ꞌviː-]соглnsk; туви́нский язы́к tuvinsktсприлskt
ту́го	Iadv1.(крепко натянуто) fast; stramt; ту́го затяну́ть у́зел tátta knútin, rubba knútin; ту́го завяза́ть binda stramt; ту́го наби́тьчто-л.stappao-tfult; ту́го нака́чанная ши́на hart pumpað dekk2.(тяжко) striltið, trekliga; я́щик хо́дит ту́го skuffan er trek; де́ло идёт ту́го tað gongur striltið við hesum málinum; э́то даётся мне ту́го hetta liggur ikki væl fyri hjá [tʃʰ-] mær, eg havi ilt við hettaIIpred: ему́ (прихо́дится) ту́го hann er illa [ɪtla] sperdur; мне пришло́сь ту́го eg var illa [ɪtla] sperdur, eg var í trongum skómидиом.; у него́ ту́го с деньга́ми hann er í penganeyð, hann er illa [ɪtla] fyri (við pengum)@ту́го знать своё де́лоóvkm.dugair(d){+}síni ting
тугоду́м	mdólgurмсогл-ar, drumburмсогл-ar
туго́й	stfтуг, туга́, ту́го, ту́ги{eis.туги́}; compту́жеadj1.(крепко натянутый) strammurсогл({а/о}); tátturсоглмор.(о канатах и т.п.); spenturсогл(о мышцах); туго́й у́зел strammur knútur; туго́й па́рус dúkað segl2.(стянутый) spenturсогл; trekurсогл(о выдвижном ящикше,окне и т.п.); туга́я струна́ spentur strongur; туга́я пружи́на spent fjøður; туго́й я́щик trek skuffa3.(набитый) stappaðurглaður(fullur); harðurсогл{a/ø}, hart pumpaðurглaður(туго накачанный); á tambi (сильно натянутый); туго́й ко́лос fult aks; туго́й кошелёк væl stappaður pengapungur; у него́ туго́й кошелёк ≈ hann er fullur [-tl-]соглí pengum4.(о мыслительных способностях) seinurсогл(í hugsan,uppfatan), seinhugsinсоглосн5.(на что-л.) (мало склонный к чему-л.) trekurсогл(at+ инф.) (ófúsur), treyðurгл(at+ инф.)6.(затрудняющийся в чём-л.) hava ringt við at +инф.; он туг... hann hevur ringt við at ...@онту́г на у́хоtlm.hann er tunghoyrdurсогл,hann hoyrir illa [ɪtla];ту́го-на́тугоtlm.stramt
тугопла́вкий	stfтугопла́в|ок, ~ка, ~ко, ~киadjtungurсоглat smelta, torbræddurлпсогл(um metall)
тугоу́хий	stfтугоу́х, ~а, ~о, ~иadjsum hoyrir illa [itla], tunghoyrdurсогл
ту́грик	mtugrikм0-ar{дат.0}(gjaldoyra í Mongolia)
туда́	advhar (hagar), hagar; мы идём не туда́ vit fara skeivan veg; vit ganga ikki rættan veg; вы не туда́ попа́ли tygum hava fingið skeivt nummar; tygum hava ringt forkert [-Ꞌtʃʰε-]ннк(по телефону)@туда́ и обра́тноa) aftur [aʰtː-] og fram; b) (в оба конца) aftur [aʰtː-] og fram, báðar vegir, retur [-Ꞌtʰuːɹ]ннк; биле́т туда́ и обра́тно ferðaseðilнпaftur og fram; returbilletннк[-Ꞌtʰuː-];(и) туда́ и сюда́higar og hagar;то туда́, то сюда́aftur [aʰtː-] og fram;ни туда́, ни сюда́tlm.hvørki so ella [εtla] so;туда́ ему́ и доро́гаtað hevur hann Ꞌ gott av (tað hevur hann uppiborið)
туда́-сюда́	tlm.Iadv1.(в разные стороны) higar og hagar; í allar [atl-] ættir (во все концы); aftur [aʰtː-] og fram (туда и обратно)2.(сносно,прилично) toluliga, toluligtIIpred1.: он туда́-сюда́ hann royndi at tala frá tí (убеждал); hann royndi at fáa greiðu á tí (выяснял)2.(сносно) tað er so toluligt
ту́евый	adjtuja- [tʰʊija-]
ту́же	comp avтуго́йogту́го
тужи́ть	тужу́, ту́ж|ишь, ~атipftlm.(о Prp,по Prp) syrgjair(d){+}um Вин, harmastaðiВин@он живёт - не ту́житhann hevur tað sum hønan í korninum [-tn-]пог.
ту́житься	ту́ж|усь, ~ишься, ~ятсяipftlm.kýtair(t)seg
тужу́рка	plurтужу́р|ки, ~ок, ~камf(tvíkneptur) jakkiмгл-i(til uniform ella heimabrúk)
туз1	IGenтуз|а́; plur~ы́, ~о́в, ~а́мm1.(карта) essс0о2.Accтуза́tlm.(влиятельный человек) stór kanón [-Ꞌnɔun]ж0-irнеформ.(týðandi fólk) =>ходи́тьA 7
туз2	IIGenтуз|а́; plur~ы́, ~о́в, ~а́мm(шлюпка) jollaжгл-a, tommurмсогл-ar(við tveimum árum)
тузе́мец	Gen, Accтузе́мц|а; plur~ы, ~ев, ~амmgml.innføddurмприл, innføddurсоглmaðurмнепр
тузе́мка	plurтузе́м|ки, ~ок, ~камfgml.innføddжприл, innføttсоглkonufólkс0о
тузе́мный	adjinnføddurсогл; тузе́мное населе́ние tey innføddu
ту́зик	m síтузII
тузи́ть	тужу́, туз|и́шь, ~я́тipf(pfоттузи́тьоттужу́, туз|и́шь, ~я́т)Accóvkm.bukaaðiВинav, smyrjaнепрВинav
тузлу́к	Genтузлука́msaltlakiмгл-i
ту́кать	ipfóvkm.Accbankaaðiá Вин, dukaaðiá Вин
ту́каться	ipf(momentту́кнутьсяту́кн|усь, ~ешься, ~утся)óvkm.sláaслнó-ó-iseg í
ту́ки	m plurmineralskt [-Ꞌraː-] tøðс0омн
ту́кнуться	momentóvkm.síту́каться
тук-ту́к	inter tlm.dunk-dunk, bank-bank
Ту́ла	fTulaм нескл.@е́здить в Ту́лу со свои́м самова́ромorðt.≈ beraслнa-ó-obónda kjøtпосл.
ту́лес	m(Pluvialis squatarola) fjørulógvж0-ir{+}
ту́ловище	nkroppurмсогл-ar; bulurмсогл-ar(часто верхняя половина); krovс0о(зарезанного животного)
тулу́п	mseyðaskinsfrakkiмгл-i
тулья́	plurтульи́, туле́й, тулья́мfkollur [-tl-]мсогл-ar(á hatti o.tíl.)
тума́к	Genтумака́,Accтума́кogтумак|а́; plur~и́, ~о́в, ~а́мmóvkm.nevaslagс0o{a/ø}, knubbс0o(лёгкий); дать тумака́кому-л.gevao-mav nevanum, gevao-mein leðrara [leːɹ-]
тума́н	Genтума́на, тума́нуmmjørkiмгл-i, tokaжгл-a; skaddaжгл-a(густой на горах); сего́дня густо́й тума́н tað er avkøvt [afk-], [εavk-] í mjørka í dag, tað er greytarsvart í mjørka í dag; поднима́ется тума́н mørkin lættir, hann lættir í mjørkan; спуска́ется тума́н mjørkin legst; kann køvir Ꞌ av (густой туман)@у него́в голове́ тума́нhann er í ørviti; у него́тума́н в глаза́хhann hevur toku fyri eygunum;напусти́ть тума́нуtlm.blásaur(t){á/æ}torvmold í eyguni á fólkiидиом.;как в тума́неkámt, sum gjøgnum eitt tám =>покры́ть3,рассе́ять1
тума́нить	тума́н|ит, ~ятipf(pfзатума́нитьзатума́н|ит, ~ят)что-л.1.(затемнять) támaaði2.fl.(лишать возможности ясно видеть,соображать) kámaaðio-t
тума́ниться	тума́н|ится, ~ятсяipf(pfзатума́нитьсязатума́н|ится, ~ятся)1.(о тумане) verða tokuturсогл; køvair(d)av í mjørka2. (виднеться как в тумане) síggjastсоглá-ó-æsum í támi3.(о глазах) verða kámurсогл(um eygur o.a.)4.fl.(о мыслях,сознании) verða óklárurсогл, verða tokuturсогл(um tankar o.a.)5.fl.(печалиться) gerast dapurсогл{a/ø}á at líta
тума́нно	Iadv(неясно) óklárt, tokutIIpred, óp: tað er mjørki, tað er tokut; сего́дня тума́нно tað er mjørki í dag
тума́нность	f1.astr.(галактический) tokaжгл-a; тума́нность Андро́меды Andromedatokan [-Ꞌtɹoː-]жгл-aопр.2.(скопление тумана) mjørkiмгл-i; mjørkaflókiмгл-i(клуб тумана)3.(неясность) tað at vera tokutur
тума́нный	stfтума́нен, тума́нн|а, ~о, ~ыadj1.(окутанный туманом) tokuturсогл; mjørkakendurсогл; toku-, mjørka-; тума́нная пого́да mjørkaveður2.fl.(неясный) ógreiðurгл=>горнII
ту́мба	f1.(столб) stólpiмгл-i; pullarturмсогл-ar(á kai) (причальная)2.(подставка) fótstykkiсгл-i; skriviborðsskápс0о(у письменного стола)3.(для афиш) plakatsúla [-Ꞌkʰaː-]жгл-a4.síту́мбочка5.(шкаф) (køks)skápс0о6.eis. m,fl.(о человеке) klomburс0осн
ту́мбочка	plurту́мбоч|ки, ~ек, ~камfnáttborðс0о
ту́мор	m lækn.svullur [-tl-]мсогл-s,-ir;согл-ar
тунгу́с	m síэве́нк
тунгу́ска	plur тунгу́с|ки, ~ок, ~камf síэве́нка
тунгу́сский	adj1.gml.síэве́нский2.tungusiskur [tʰʊŋꞋkuː-]соглsk3.síэвенки́йский
ту́ндра	ftundraжгл-a(;0-ir), frostmýraлпжгл-a
ту́ндровый	adjtundra-, frostmýru-лп
туне́ц	Gen, Accтунц|а́; plur~ы́, ~о́в, ~а́мm: большегла́зый туне́ц (Thunnus obesus) stóroygdi tunfiskurмсогл-ar; длиннопёрый {длиннокры́лый, бе́лый} туне́ц (Thunnus alalunga) langfjaðraður tunfiskurмсогл-ar; обыкнове́нный {синепёрый, си́ний, голубо́й, голубопёрый, кра́сный} туне́ц (Thunnus thynnus) tunfiskurмсогл-ar
тунея́дец	Gen, Accтунея́дц|а; plur~ы, ~ев, ~амmsnultariмсогл-ar, sníkurмсогл-ar
тунея́дство	nsnultaralívс0о
тунея́дствовать	тунея́дству|ю, ~ешь, ~ютipfsnultaaði, livair(d)(að)sum snultari
туни́ка	ftunikaжгл-a(;0-ir)
Туни́с	m1.(государство) Tunesia [-Ꞌneː-]с нескл.. офиц., Tunisс нескл., неофиц.(land)2.(город) Tunisм нескл.(býur)
туни́сец	Gen, Accтуни́сц|а; plur~ы, ~ев, ~амmtunesari [-Ꞌneː-]мгл-ari, tunesi [-Ꞌneː-]нпмгл-i
туни́ска	plurтуни́с|ки, ~ок, ~камftunesari [-Ꞌneː-]мгл-ari, tunesi [-Ꞌneː-]нпмгл-i(konufólk)
туни́сский	adjtunesiskur [-Ꞌneː-]соглsk
Туни́сский проли́в	Tunisstretiðсгл-iопр.проф.
тунне́ль	[-нэ́-]mtunnilм0осн-s,-ar, tunnell [tʰʊꞋnεlː]ннкж0-ir; bergholс0о(в горах); пешехо́дный тунне́ль fótgangaratunnil; морози́льный тунне́ль frystitunnil, frystitunnell [-Ꞌnεlː]ннкж0-irпроф.=>подво́дный
тунцело́вный	adjtun- (viðv. veiðu av tunfiski), tunveiðu-; тунцело́вное су́дно tunskip
тупе́ть	ipf1.(о режущих инструментах) verða óhvassurсогл{a/ø}(um knív o.tíl.); óhvessastir(t), raggastaði(um knív o.tíl.)2.(становиться бессмысленном) verða tankatómur [tʰaŋ̊ka-]согл3.pfотупе́ть (об уме,чувствах) sløvastннкaði, gerast dølskurсоглsk4. (о боли) linaaði, linkaaði(um pínu)
ту́пик	m: атланти́ческий ту́пик (Fratercula arctica grabae) lundiмгл-i; ((Fratercula arctica arctica) íslandslundi [-lan̊s-]мгл-i))
тупи́к	Genтупик|а́; plur~и́, ~о́в, ~а́мm1.(улица) blindgøta [plɪnk-]жгл-a2.jarnb.(железнодорожный) blindspor [plɪns-]с0о3.fl:.поста́витького-л.в тупи́к setao-nfastan, setao-ní trongstøðu; зайти́ {стать} в тупи́к komaслнo-o-o.í rasshaftидиом., rennair(d)seg í skorfesti (тж[skɔɹ̥-])идиом.; перегово́ры зашли́ в тупи́к samráðingarnar standa í botni; быть в тупике́ vera komin upp í rasshaft; вы́йти из тупика́ koma burtur úr rasshafti
тупи́ть	туплю́, ту́п|ишь, ~ятipf(pfзатупи́тьзатуплю́, зату́п|ишь, ~ят)что-л.geraнепрo-tóhvast, óhvessair(t)o-t, raggaaðio-t
тупи́ться	ту́п|ится, ~ятсяipf(pfзатупи́тьсязату́п|ится, ~ятся) verða óhvassurсогл{a/ø}, óhvessastir(t), raggastaði
тупи́ца	m/ftlm.dylhøvd [-hœtː]с0опренбр., neytс0опренбр.(býtt fólk); sibbiмгл-i(ос. о школьнике)
ту́по	advdølskliga, sløvt [sløː-]ннк
тупова́тый	stfтупова́т, ~а, ~о, ~ыadjbýttisligurглigur, býttligurглigur
тупоголо́вый	stfтупоголо́в, ~а, ~о, ~ыadjtlm.býtturсогл
тупо́й	stfтуп, тупа́, ту́по, тупы́ogту́пыadj1.(о режущем инструменте) óhvassurсогл{a/ø}; óspískurсоглsk(не наточенный); тупа́я сторона́ bakkiмгл-i(á knívi o.ø.) (режущего инструмента)2.(тупоконечный) kubbuturсогл3.(несообразительный) býtturсогл; tornæmurсогл{æ/o}(непонятливый)4.(вялый) dølskurсоглsk, sløvurннксогл; døsinсоглосн(о взгляде и др.)5.stf plur ту́пы(о боли) nívandiглandi(um pínu)6.stf plur ту́пы(безропотный) treytaleysurсогл, blindurсогл(sum ikki spyr); тупа́я поко́рность blint lýdni =>у́гол2
тупоконе́чный	stfтупоконе́ч|ен, ~на, ~но, ~ныadjkubbuturсогл
туполо́бый	stf туполо́б, ~а, ~о, ~ыadj vanv.býtturсогл, sum hevur lítið til, tolluturсогл(дурной)
тупоно́сый	stfтупоно́с, ~а, ~о, ~ыadjvið breiðari nøs; við breiðum tróni (об обуви)
ту́пость	f(вялость) dølskniсгл-i;жгл-i, sløvheitннкж0-ir; býttheitж0-ir(глупость); tað at geva seg undiro-t(безропотность)
тупоуго́льный	adjgævvinklaðurглaður
тупоу́мие	ntápiligheitж0-ir, býttheitж0-ir, fávitska [-vɪska]жгл-a
тупоу́мный	stfтупоу́м|ен, ~на, ~но, ~ныadjtápuligurглigur, fávitskutur [-vɪsk-]согл, býtturсогл
тур1	Im1.(танца) umferðж0-ir(í dansi o.ø.)2.(этап) umfarс0о{a/ø}(í vali o.ø.)
тур2	IImdjór.1.(Bos primigenius) uroksiннкмгл-i, frumneytнпс0о2.(Capra caucasia,Turus)slag av steingeit(en.Caucasian goat; da.tur-capra)
тура́	ftlm.síладья́2
тураге́нт	mumboðс0o{o<>i}fyri ferðaskrivstovu
тураге́нтство	nferðaskrivstovaжгл-a, ferðamannastovaжгл-a
турба́за	fтуристи́ческая ба́заsíтуристи́ческий
турби́на	fturbina [-Ꞌpiː-]жгл-a; парова́я турби́на dampturbina
турби́нный	adjturbinu- [-Ꞌpiː-]
турбовинтово́й	adjturbopropell-; турбовинтово́й самолёт turbopropellflogfar
турбогенера́тор	mturbogenerator [-keːnɪraː-]м0-tor
турбореакти́вный	adjturbojett-; турбореакти́вный самолёт turbojettflúgvariннк, turbojetflogfarнп
турбострое́ние	nbyggingж0-arav turbinum [-Ꞌpiː-]
турбуле́нтность	fturbulensur [-Ꞌlε-]мсогл-ar
турбуле́нтный	adjturbulentur [-Ꞌlε-]согл
турбюро́	nтуристи́ческое бюро́ ferðamannaskrivstovaжгл-a
тургру́ппа	fbólkurмсогл-arav ferðafólki
туре́цкий	adjturkiskur [tʰʊɹ̥kɪ-]соглsk;туре́цкий язы́к turkisktсприлskt=>горо́хII2
тури́зм	m1.(путешествия) turisma [-Ꞌrɪ-]жгл-a, ferðingж0-ar(путешествие)2.(походы) túrarмсогл-ar(til gongu el.a.); го́рный тури́зм fjallagonga [-tl-]жгл-a; fjallaklintring [-tl-]ж0-ar(альпинизм); во́дный тури́зм siglingж0-ar
Тури́н	mTorino [-Ꞌriːno]м нескл.
тури́ст	mturistur [-Ꞌrɪ-]ннкмсогл-ar, ferðamaðurмнепр
туристи́ческий	adjferðamanna, turist- [-Ꞌrɪst-]ннк; туристи́ческая ба́за ferðamannamiðstøð
тури́стский	adj síтуристи́ческий
тури́ть	тур|ю́, ~и́шь, ~я́тipf(pfвы́туритьвы́тур|ю, ~ишь, ~ят, протури́тьпротур|ю́, ~и́шь, ~я́т;momentтурну́тьтурн|у́,~ёшь,~у́т)кого-л.óvkm.koyrair(d)o-nꞋ út, rekaслнa-ó-io-ná Ꞌ dyr, koyrair(d)o-ná Ꞌ dyr; gevaслнa-ó-io-mdurafjórðinginпог.
ту́рка	plurту́р|ки, ~ок, ~камfkaffikannaжгл-a(til turkiskt kaffi)
ту́рки	plur síту́рок
туркме́н	plurтуркме́н|ы, ~(oggml.туркме́нов),~амfturkmenari [-Ꞌmeː-]мгл-ari, turkmeni [-Ꞌmeː-]мгл-i
Туркмениста́н	mTurkmenistan [-Ꞌmeːnistaːn]с0o{дат.0}
Туркме́ния	fTurkmenien [-Ꞌmeː-]ннкс0о{дат.0}, Turkmenia [-Ꞌmeː-]нпс нескл.
туркме́нка	plurтуркме́н|ки, ~ок, ~камfturkmenari [-Ꞌmeː-]мсогл-ari, turkmeniмсогл-i(konufólk)
Туркме́нская Сове́тская Социалисти́ческая Респу́блика	(ТССР)sovjet.Turkmenska [-Ꞌmeː-] sovjetska [sɔujεska] sosialistiska [-Ꞌlɪ-] lýðveldið
туркме́нский	adjturkmenskur [-Ꞌmeː-]соглsk;туркме́нский язы́к turkmenskt [-Ꞌmeː-]сприлskt
Ту́рку	m indecl.Turku [-ku]м нескл.; Åbo [ɔːpo]м нескл(шведское название) (inntil 1918О́бу)
ту́рман	m slag av dúgvu, ið dugir at bólta rút í luftini
турне́	[-нэ́]n indeclrundferðж0-ir(hjá ítróttarfólki o.ø.); leikferðж0-ir(артистов); konsertferð [-Ꞌsε-]ж0-ir(музыкантов); turné [tʰʊɹꞋneː]ж0-irпроф.
турне́пс	[-нэ́-]m(Brassica rapa rapifera) turnipsс0о
турни́к	Genтурник|а́; plur~и́, ~о́в, ~а́мmreck [rεʰkː]с0о{дат.0}спорт.
турнике́т	mkrossbummurмсогл-ar; teljiapparat [-raːt]с0о(со счётным устройством)
турни́р	m1.søg.(состязание рыцарей) turnering [-Ꞌneː-]ж0-ar, tað at ríða dystбалл.2.ítr.(соревнование) kappingж0-ar; turnering [-Ꞌneː-]ж0-ar(в нефарерских условиях) =>отбо́рочный
турни́рный	adjkappingar-
турну́ть	moment síтури́ть
ту́рок	Gen, Accту́рка; plurту́р|ки, ~ок, ~камmturkurмсогл-ar, turkariннкмгл-ari
туропера́тор	mferðasmiðurмсогл-s,-ir, túroperatørurмсогл-arпроф.
турпа́н	m(Melanitta fusca) spegilsontж0-ur{o/a/e}
турпо́езд	plurтурпоезд|а́, ~о́в, ~а́мmferðamannatokс0о
туру́сы	m pluróvkm.svassс0о, tvætlс0о, møsnс0о@туру́сы на колёсахsvassс0о, tvætlс0о, møsnс0о
турухта́н	m(Philomachus pugnax) kápugrælingurмсогл-ar
Ту́рция	fTurkalandс0о{a/o}, Turkíið [-Ꞌkʰʊi-]ннкс0оопр.
турча́нка	plurтурча́н|ки, ~ок, ~камfturkurмсогл-ar, turkariннкмгл-ari(konufólk)
ту́скло	advkámt, veikt (о свете и т.п.)
ту́склый	stfтускл, тускла́, ту́скло, ту́склыadj1.(малопрозрачный,мутный;не блестящий) matturсогл; ту́склое стекло́ matt glas; ма́товый лак matt lakk2.(слабый,не яркий) kámurсогл, veikurсогл; ту́склый свет kámt ljós, veikt ljós; ту́склые кра́ски litfarnir litir, kámir litir; ту́склый день gráurглdagur3. (безжизненный,невыразительный) lívleysurсогл, deydligurглigur; litleysurсогл(бесцветный); ту́склый стиль deydligur stílur, lívleysur stílur
тускне́ть	ipf(pfпотускне́ть)1.(становиться тусклым) verða kámurсогл; verða matturсогл(неблестящий;непрозрачный); litfarastслнó-ó-a(блекнуть)2.fl.(становиться менее заметным) kámastaði, bliknaaði
ту́скнуть	pftlm.síтускне́ть
тусова́ться	тусу́|юсь, ~ешься, ~ютсяipfóvkm.samlastaði, komaслнo-o-osaman
тусо́вка	plurтусо́в|ки, ~ок, ~камfóvkm.1.(компания) kompaní [-Ꞌnʊi]энкс0о(;0-ir)пренебр., klikaжгл-aпренебр.2.spott.(встреча) fundurмсогл-ir, samkomaжгл-a
тусо́вочный	adjkliku-
тусо́вщик	m tlm.limurмсогл-irí kliku o.tíl.
