ч.	1.час tími; в 17 ч. 25 мин. kl. 17.252.часть partur3.síчел.4.число́ tal; dato [taːto]
чётки	чёт|ок, ~камf plurrósinkransurмсогл-ar, rósukransurмсогл-ar(kransur við perlum til bønarhald)
чёткий	stfчёток, четка́ogчётка, чётко, чётки;compчётчеadj1.(ясный) týðiligurглigur, skilligurглigur; чёткое произноше́ние týðilig úttala; чёткий по́черк týðilig hondskrift [hɔns-], lesilig hondskrift [hɔns-]; чёткое разли́чие ein greiður munur2.(точный) neyvurсогл, noyaktigur [-Ꞌa-]ннкглigur, presisur [pʰɹeꞋsiː-]ннксогл; greiðurгл(ясный); чёткое изложе́ние greið framløga3.: чёткие шаги́ taktføst fótafet4.fl.(хорошо организованный) væl skipaðurглaður; gjørdurсоглvið nærlagni (аккуратно выполняемый); neyvt [nεft] gjørdurсогл(точно выполняемый)
чёткость	ftýðiligheitннкж0-ir, skilligheitннкж0-ir; greidleikiмгл-i(ясность); presisjón {precisión}[pʰɹeːsiꞋʃɔun]ннкж0-ir, noyaktigheit [-Ꞌa-]ннкж0-ir, neyvleikiнпмгл-i(точность)
чётный	adjlíkaннкнескл.проф., makaðurлпглaður(um tøl)
чётче	comp avчёткий
четы́ре	Genчетырёх,Datчетырём,Insчетырьмя́,Prpчетырёхnum card1.(число) fýra,síпять2.síчетвёрка2@игра́ть в четы́ре руки́spæla fýrhent;сиде́ть в четырёх стена́хsita innandura, sita innanveggja;отпусти́тького-л.на все четы́ре сто́роныlatao-nfara hagar hann vil
четы́режды	advfýra ferðir; четы́режды пять - два́дцать fýra ferðir fimm er tjúgu, fýra ganga [-aŋk-]ннкfimm er tjúgu
четы́реста	Genчетырёхсо́т,Datчетырёмста́м,Insчетырьмяста́ми,Prpчетырёхста́хnum cardfýra hundrað [fʊiɹhʊntɹa]; ты́сяча четы́реста eitt túsund [tʰʉusɪn] fýra hundrað; fjúrtan hundrað (в обозначении года обязательно); в ты́сяча четы́реста трина́дцатом году́ í fjúrtan hundrað og trettan
четырёхгоди́чный	adjfýra ára
четырёхголо́сный	adjfýrstemmigurннкглigur, fjórraddaðurнпглaður, fýrraddaðurнпглaður
четырёхгра́нник	mtetraedur [tʰeːtɹaꞋeːt-]с0осн
четырёхгра́нный	adjgeom.tetraediskur [tʰeːtɹaꞋeːt-]согл, fýrasíðaðurглaður
четырёхзна́чный	adjfýrasiffraðurглaður
четырёхкла́ссный	adj(о школе) fýra ára, við fýra klassum (um skúla)
четырёхколёсный	adjfýrahjulaður [-juː-]ннкглaður, fýrahjólaður [-tʃʰɔu-]нпглaður
четырёхкра́тный	adjfýradupulturннксогл, fjórfaldurсоглкн.
четырёхле́тний	adj1.(о сроке) fýra ára (tíðarskeið)2.(о возрасте) fýra ára gamalсоглосн{a/o}
четырёхме́рный	adjfýrdimensionalur {fýrdimensjonalur } [-mεn̊ʃonaː-]согл
четырёхме́стный	[-сн-]adjfýramans-; четырёхме́стная автомаши́на bilur við fýra setrum
четырёхме́сячный	adj1.(о сроке) fýra mánaða [mɔana] (реже[mɔanava]) (tíðarskeið)2.(о возрасте) fýra mánaðar [mɔanaɹ] (реже[mɔanajɪɹ]) gamalсоглосн{a/o}
четырёхсло́жный	adjfýrstavilsis-
четырёхсотле́тие	n1.(срок) fýra hundrað ára (tíðar)skeiðс0о, fýra hundrað árс0омн(tíðarskeið), fýra øldirж0-irмн(четыревека)2.(годовщина) fýra hundrað dagur
четырёхсотле́тний	adj adj1.(о возрасте) fýra  hundrað ára gamalсоглосн{+}2.(о сроке) fýra hundrað ára, sum var fýra hundrað ár
четырёхсо́тый	num ordfýra hundraðndi [fʊiɹhʊntɹɪnti] (реже[-hʊntɹantɪ])
четырёхсто́пный	adjbókm.við fýra (versa)fótum
четырёхсторо́нний	adj1.(имеющий четыре стороны) við fýra síðum2.(о договоре,союзе) við fýra pørtum, sum hevur fýra partar (um sáttmála o.tíl.)
четырёхта́ктный	adjfýratakts-; четырёхта́ктный мото́р fýrataktsmotorur
четырёхты́сячный	1.num ordfýra túsundi2.tlm.(о стоимости) sum kostar fýra túsund [tʰʉusɪn], [tʰʉusʊn] rublar, sum er fýra túsund [tʰʉusɪn], [tʰʉusʊn]rublar verdur3.tlm.(состоящий из 2000) sum er 4000 (mans o.s.fr.) stórur, sum er upp á 4000 (fólk,partar o.s.fr.); четырёхы́сячная толпа́ ein mannamúgva upp á 4000 fólk
четырёхуго́льник	mfýrkantur [fʊɹ̥-]мсогл-ar, fýrhyrningur [-tn-]нпмсогл-ar, ferhyrningur [-tn-]нпмсогл-ar
четырёхуго́льный	adjfýrkantaður [fʊɹ̥-]глaður, fýrhyrntur [-hɪn̊t-]нпсогл, ferhyrntur [-hɪn̊t-]нпсогл-
четырёхэта́жный	adjvið {í} fýra hæddum, við {í} fýra etasjum [-Ꞌtʰaː-]ннк
четы́рнадцати-	í samansfjúrtan
четырнадцатиле́тний	adj1.(о сроке и др.) fjúrtan ára (skeið o.tíl.)2.(о возрасте) fjúrtan ára gamalсоглосн{a/o}
четы́рнадцатый	num ordfjúrtandi [fjʏɹ̥tɪntɪ] (реже[fjʏɹ̥tantɪ])
четы́рнадцать	Gen, Dat, Prpчеты́рнадцати,Insчеты́рнадцатьюnum cardfjúrtan
чех	mkekki {tjekki}мгл-i
чехарда́	f1.(игра) tað at leypa bukk; игра́ть в чехарду́ leypaслнey-u-obukk2.fl.,tlm.,atf.(изменения) íðulig skiftiсгл-iмн, íðulig umskipanж0-ir, íðuligar broytingarж0-arмн; министе́рская чехарда́ íðulig stjórnaskifti [stjœtn-]
Че́хия	fKekkia {Tjekkia} [tʃʰεʰkːia]с нескл.
чехли́ть	чех|лю́, ~ли́шь, ~ля́тipf(pfзачехли́тьзачех|лю́, ~ли́шь, ~ля́т) что-л.fakm.setaur(t);ir(t)hylsturннкá o-t, koyrair(d)o-tí hylsturннк
чехо́л	Genчехл|а́;plur~ы́, ~о́в, ~а́мmhylsturс0осн(футляр); yvirtrekkс0о(на мебель); ме́бель в чехла́х møblar undir yvirtrekki; чехо́л (от) пери́ны dýnubetrekkннкс0о, dýnuvorс0о, dýnuvárс0о, dýnuverс0о
чехослова́к	msøg.tjekkoslovakari {kekkoslovakari} [-Ꞌvaː-]мгл-ari, tjekkoslovaki {kekkoslovaki} [-Ꞌvaː-]мгл-i
Чехослова́кия	fsøg.Tjekkoslovakia {Kekkoslovakia}[-Ꞌvaːki-]с нескл., Tjekkoslovakíið [-Ꞌkʰʊijɪ]ннкс0о{0<>i}опр.
Чехослова́цкая Социалисти́ческая Респу́блика	(ЧССР)søg.Tjekkoslovakiska {Kekkoslovakiska} [-Ꞌvaː-] sosialististiska [-Ꞌlɪ-] lýðveldið, Sosialistiska [-Ꞌlɪ-] lýðveldið Tjekkoslovakia {Kekkoslovakia}[-Ꞌvaː-] (1960-1990)
чехослова́цкий	adjsøg.tjekkoslovakiskur {kekkoslovakiskur} [-Ꞌvaːk-]согл
чечеви́ца	fIplant.(Lens esculenta) flatbønж0-ir, linsaжгл-a2.koll(зёрна) flatbønirж0-irмн, linsurжгл-aмнIIdjor. (птица) (обыкнове́нная) чечеви́ца (Carpodacus erythrinus) roðaígða [-ʊija]жгл-a
чечеви́чный	adjflаtbønar-, linsu- =>перворо́дство
чече́нец	Gen, Accчече́нц|а;plur~ы, ~ев, ~амmkekenari{tjetjenari} [tʃʰeꞋtʃʰeː-]мгл-ari, kekeni {tjetjeni} [tʃʰeꞋtʃʰeː-]мгл-i
чече́нка	plurчече́н|ки, ~ок, ~камfkekenari {tjetjenari} [tʃʰeꞋtʃʰeː-]мгл-ari, kekenit {tjetjeni [tʃʰeꞋtʃʰeː-]мгл-i(konufólk)
Чече́но-Ингуше́тия	fsovjet.Tjetjeno-Ingusjetia {Kekeno-Ingusjetia} [tʃʰeˌtʃʰeːnoɪnkʊꞋʃeː-]с нескл.
Чече́но-Ингу́шская Автоно́мная Сове́тская Социалисти́ческая Респу́блика	sovjet.Tjetjeno-Ingusjiska {Kekeno-Ingusjiska} [tʃʰeˌtʃʰeːnoɪnꞋʊꞋʃː-] sjálvstýrandi [ʃɔls-] sovjetska [-jεska] sosialistiska [-Ꞌlɪ-] lýðveldið, Sjálvstýrandi [ʃɔls-] sovjetska [-jεska] sosialistiska [-Ꞌlɪ-] lýðveldið Tjetjeno-Ingusjetia {Kekeno-Ingusjetia} [tʃʰeˌtʃʰeːnoɪnkʊꞋʃeː-]
Чече́нская Респу́блика	Kekenska {Tjetjenska}[tʃʰeꞋtʃʰeːn-] lýðveldið, lýðveldið Kekenia {Tjetjenia} [tʃʰeꞋtʃʰeːnia]
чече́нский	adjkekenskur {tjetjenskur} [tʃʰeꞋtʃʰeːn-]согл; чече́нский язы́к kekenskt {tjetjenskt} [tʃʰeꞋtʃʰeːn̊st]сприлskt
чечётка1	Iplʰurчечёт|ки, ~ок, ~камf: (обыкнове́нная) чечётка (Carduelis flammea) reyðkollur [rεkʰɔtl-]мсогл-ar; го́рная чечётка (Carduelis flavirostris) íriskurмсогл-ar; ту́ндровая {тундряна́я}{пе́пельная} чечётка (Carduelis hornemanni) reyðskalli [rεskatli] мгл-i
чечётка2	IIplurчечёт|ки, ~ок, ~камf1.tlm.(болтливая женщина) sussaжгл-a, hurrikannaжгл-a(konufólk)2.(танец) steppdansurмсогл-ar, steppс0о; отбива́ть чечётку steppaaði
чечме́к	móvkm.,vanv.síчучме́к
Чечня́	fKekenia {Tjetjenia } [tʃʰeꞋtʃʰeːnia]с нескл., Tjetjenien [tʃʰeꞋtʃʰeːn-]ннкс0{дат.0},sí eis.Ичке́рия
чечня́	fkollkekenarar {tjetjenarar} [tʃʰeꞋtʃʰeːn-]мгл-ariмн
че́шка	plurче́ш|ки, ~ек, ~камmkekki {tjekki}мгл-i(konufólk)
Че́шская и Слова́цкая федерати́вная респу́блика	(ЧСФР)søg.Sambandslýðveldið [-pan̊s-] Tjekkia {Kekkia} [tʃʰεʰkːia] og Slovakia [-Ꞌvaːkia]
Че́шская респу́блика	Kekkiska {Tjekkiska} lýðveldið, Lýðveldið Kekkia {Tjekkia} [tʃʰεʰkːia]
че́шский	adjkekkiskur {tjekkiskur} [tʃʰεʰkː-]согл; че́шский язы́к kekkiskt {tjekkiskt}сприлskt
чешу́йка	plurчешу́|йки, ~ек, ~йкамfskrubbс0о, roðslaжгл-a(einstøk beinklingra;á fiski o.ø.)
чешу́йница	f: са́харная чешу́йница (Lepisma saccharinum) silvurfiskurмсогл-ar, silvurkyktс0о
чешу́йчатый	stfчешу́йчат, ~a, ~o, ~ыadjvið roðslu, sum hevur roðslu =>лёд
чешуя́	froðslaжгл-a; ры́бья чешуя́ fiskaroðsla, skrubbс0оá fiski; сбро́сить чешую́ (о змее и т.п.) skiftair(t)hamin, skjótaслнey-u-ohamin (um slangu o.tíl.); снять чешую́ skava roðsluna av
чи́бис	m(Vanellus vanellus) vípaжгл-a
чиж	Gen, Accчиж|а́;plur~и́, ~е́й, ~а́мm(Carduelis spinus) barrígða [-ʊija]жгл-a
чи́жик	m1. (птица)dim. kel. tilчиж2.(детская игра)slag av pinnaspæli
чи́збургер	mcheeseburgari [tʃʰiːs-]мгл-ari
Чика́го	m indeclChicago [ʃiꞋkʰaːko]м нескл.
чи́кать	ipf(momentчи́кнутьчи́кн|у, ~ешь, ~ут)óvkm.1.(о звуке) klikkjair(t), glintaaði2.что-л.(отрезать) kvettair(t)o-tav, kutaaðio-tav, kappaaðio-tav
чи́кнуть	1.moment síчи́кать2.pfteld.(на клавишу и т.п.) klikkjair(t); чи́кнуть два ра́за dupultklikkja
Чи́ли	f indeclChile [tʃʰiːlε]с нескл., Kiliлпс нескл.
чили́ец	Gen, Accчили́йц|а;plur~ы, ~ев, ~амmchilenari [tʃʰiꞋleː-]мгл-ari, kiliлпмгл-i
чили́йка	plurчили́|йки, ~ек, ~йкамfchilenari [tʃʰiꞋleː-]мгл-ari, kiliлпмгл-i(konufólk)
чили́йский	adjchilenskur [tʃʰiꞋleː-]согл, kilskurлпсоглпубл.
чили́кать	ipf(momentчили́кнутьчили́кн|у, ~ешь, ~ут)tlm.látaслнæ-ó-a(fuglur), pippaaði
чили́кнуть	moment síчили́кать
чин1	Iplurчин|ы́, ~о́в, ~а́мm1.(разряд) tignж0-irкн., tignarstigс0о{0<>i}кн.,офиц., grad [kɹaː-]ннкж0-ir; (должность); быть в чина́х {име́ть высо́кий чин} vera í einum høgum starvi, hava høga tignкн., hava ein høgan gradннк; офице́рский чин heryvirmannatignarstigкн.; име́ть чин майо́ра hava tignкн.sum majorur [-Ꞌjoː-], hava eina gradннкsum majorur; в чи́не майо́ра sum majorur [-Ꞌjoː-]; ему́ был присво́ен чин майо́ра hann varð fluttur upp til majorstign [-Ꞌjoː-]кн.; он был пони́жен в чи́не до рядово́го hann varð degraderaður [-Ꞌteːɹ-]ннкtil meinigan, hann varð lækkaður í tignкн.til meinigan2.oftastplur,eis.spott.(о человеке) embætismaðurмнепр(чиновник); tignarfólkс0окн.(сановное лицо)@чин-чи́ном {чин по чи́ну}sum seg sømir, sum tað eigur at vera;без чино́вgml.uttan hóvasták, uttan nakað roks
чин2	IIm vatnrætt rað av ikonum á ikonveggi í ávísari raðfylgju oman á hvørji aðrari
чина́р	m síчина́ра
чина́ра	f(Platanus) platan [-Ꞌtʰaːn]ж0-ir, platantræ [-Ꞌtʰaːn]с0о{æ/ø}{0<>i}
чина́рик	mtlm.sigarettstubbi [siːkaꞋrεʰt-]мгл-i
Чингисха́н	mDjengis Khan [ˌtʃεŋkɪsꞋkʰaːn]м0{дат.0}
чинёный	adjtlm.bøtturсогл, afturgjørdur [aʰtː-]согл(klæðir, skógvar)
чини́ть1	Iчиню́, чи́н|ишь, ~ятipf что-л.1.pfпочини́тьпочиню́, почи́н|ишь, ~ят(ремонтировать) umvælair(d)o-t, reparera [-Ꞌreː-]ннкaðio-t, geraнепрo-taftur [aʰtː-] (часто меньшего объёма), setaur(t);ir(t)o-tí stand; bøtair(t)o-t(одежду,обувь); lappaaði(slangu o.tíl.) (шину и т.п.)2.pfочини́тьочиню́, очи́н|ишь, ~ят(карандаш) spíska [spʊʃka]aðio-t(blýant)
чини́ть2	IIчиню́, чин|и́шь, ~я́тipf(pfучини́тьучиню́, ~и́шь, ~я́т)gml.og í nøkrum samansetingumfremjaur(d){e/a}, útinnair(t); чини́тькому-л.препя́тствия darvaaðio-n, tarnaaðio-n{o-m}; чини́ть беззако́ния fremja ólógligheitir [-Ꞌlɔuli-]ннк, fremja lógarbrot; чини́ть суд и распра́вунад кем-л.haldaслнe-i-irættargangyvir o-n; чини́ть препя́тствиякому-л.leggjaнепрforðingarfyri o-n, leggjaнепрmeinbogarfyri o-n
чи́нно	advsámiliga, siðiliga; сиде́ть чи́нно sita ordiligaнеформ.
чи́нный	stfчи́нен, чинна́ogчи́нна, чи́нно, чи́нныadj(степенный) svinnurсогл, ansaligurглigur; sømiligurглigur, sámiligurглigur, siðiligurглigur(приличный); hátíðarligurглigur, formellur [-Ꞌmεlː-]согл(церемонный)
чино́вник	m1.(служащий) embætismaðurмнепр2.(бюрократ) bureaukratur [pyːɹoꞋkʰɹaː-]мсогл-ar
чино́внический	adj1.(кчино́вник 1) embætismanna-, embætis-2.(бюрократический) bureaukratiskur [pyːɹoꞋkʰɹaː-]соглsk
чино́вничество	n1.koll(служащие) embætismennмнепрмн, embætisfólk с0омн2.(бюрократизм) bureaukrati [pyːɹokʰɹaꞋtʰiː-]с0о{0<>i}
чино́вничий	adjembætismanna-
чино́вный	stfчино́в|ен, ~на, ~но, ~ныadjbókl.1.(кчино́вник 1) embætismanna-, embætis-2.bert lfgml.(состоящий на государственной службе) sum hevuro-tembæti; sum hevuro-ratignкн.(имеющий какой-л. чин)3.(имеющий высокий чин) sum hevur høga tignкн.
чинодра́л	mtlm.,vanv.bureaukratur [pyːɹoꞋkʰɹaː-]мсогл-ar
чинопочита́ние	ngml.,spott.virðingж0-arfyri yvirmonnum
чинопроизво́дство	ngml.framflutningurмсогл-arкн., uppflutningurмсогл-arкн.(í tign)
чину́ша	m/ftlm.,vanv.bureakratur [pyːɹoꞋkʰɹaː-]мсогл-ar
чин-чинарём	óvkm.síчинчи́ном
чип	m síмикросхе́ма
чипи́рование	nchipmerking [tʃʰɪʰp-]ж0-ar
чипи́ровать	чипи́ру|ю, ~ешь, ~ютipf/pf1.Acc(оснащать чипом) chipmerkja [tʃʰɪʰp-]ir(t)Вин2.кого-л.(имплантировать чип) implantera [-tʰeː-]aðichip [tʃʰɪʰp.]í o-n
чип-ка́рта	fchipkort [tʃʰɪʰp-]с0о, flískortлпс0о
чи́повый	adjchip- [tʃʰɪʰp-]
чипсе́т	[-сэ́т]m teld.chipset [tʃʰɪʰpsεʰt]с0о, chipsett[tʃʰɪʰpsεʰt]с0оинформ.
чи́псы	m plurchips [tʃʰɪʰps]с0омн, kipsс0омн
чи́рей	mtlm.svullur [-tl-]мсолг-s,-ir;-ar(troti), pirraжгл-a, búldннкж0-ir
чи́рик	mslangsíчерво́нец
чири́канье	n(fugla)látс0о, pippс0о
чири́кать	ipf(momentчири́кнутьчири́кн|у, ~ешь, ~ут) látaслнæ-ó-a(fuglur), pippaaði
чири́кнуть	moment síчири́кать
чирк	predtlm.bresti, brestir
чи́ркать	ipf síчи́ркнуть
чи́ркнуть	чи́ркн|у, ~ешь, ~утpf(ipfчи́ркать)tlm.1.чем-л.,по чему-л. (провести по чему-л.) strúkaслнey-u-o, takaслнó-ó-ieftir[εʰtː-]o-m; чи́ркнуть спи́чкой brestair(t)ein svávulpinn; чи́ркнуть ножо́мпо чему-л.strúka ein kníveftir[εʰtː-]o-m2.(издать резкий звук) brestaслнa-u-o(taka í og geva hvølt ljóð); пу́ля чи́ркнула о сте́ну kúlan brast í veggin
чиро́к	Gen, Accчирк|а́;plur~и́, ~о́в, ~а́мm: мра́морный чиро́к (Anas angustirostris)fuglur av antaættitini(en.marbled teal; da.marmorand); чиро́к-клокту́н (Anas formosa) glipursontж0-ur{o/a/e}; чиро́к-свистуно́к (Anas crecca) krikkontж0-ur{o/a/e}; чиро́к-трескуно́к (Anas querquedula) teymontж0-ur{o/a/e}
Чи́сла	n plurfjórða Mósebók [mɔusɪ-]ж0-ur{ó/ø}
чи́сленность	ftalс0о{a/ø}(mongd); чи́сленность населе́ния fólkatal; чи́сленность па́ртии limatalið í flokkinum; чи́сленностью в 200 челове́к 200 mans í tali; во́йско чи́сленностью в 100 000 челове́к ein herur upp á 100 000 menn; превосходи́ть врага́ по чи́сленности vera størri í tali enn fíggindin
чи́сленный	adjí tali; чи́сленное превосхо́дство yvirluti í tali; чи́сленно превосходя́щие си́лы проти́вника ein fíggindi, sum er størri í tali; чи́сленный соста́вherm.talið av (her)monnum, styrki; чи́сленный рост организа́ции vøksturin í limatali í felagsskapinum
числи́тель	mteljari (tal í brøki)мгл-ariмат.
числи́тельное	n: (и́мя) числи́тельное talorðс0о; коли́чественное числи́тельное grundtal [kɹʊnt-]с0о{a/ø}; поря́дковое числи́тельное raðtalс0о{a/ø}; собира́тельное числи́тельное skiftitalс0о{a/ø}
чи́слить	чи́сл|ю, ~ишь, ~ятipf кого-л. кем-л.alm.(считать в каком-л. состоянии) roknaaðio-n(sum)Вин; чи́слитького-л.в о́тпуске roknao-nsum verandi í feriu; чи́слитького-л.больны́м roknao-n(sum) sjúkan; чи́слить консульта́нтом rokna fyri konsulent [kʰɔn̊suꞋlεn̊t]ннкпроф.
чи́слиться	чи́сл|юсь, ~ишься, ~ятсяipfvera hildinсоглоснat veraИм, vera roknaðurглaðursumИм; чи́слиться больны́м vera metturсоглat vera sjúkur; чи́слиться в спи́ске standaслнó-ó-aá einum lista; за ней чи́слитсяNomhon er skrivað upp fyriДат; долг чи́слится за тобо́й tú stendur fyri skuldini, tú ert skrivaður upp sum skuldari; то́лько чи́слитьсягде-л. тжbara vera onkustaðni á pappírinum; он то́лько чи́слится в спи́скетжhann er bara á listanum sum eitt eiti
число́	plurчи́с|ла, ~ел, ~ламn1.mat.(величина) talс0о{a/ø}; це́лое число́ eitt heilt tal; систе́ма чи́сел talskipan, talsystem [-systeːm]ннкпроф.2.(дата) dato [taːto]с0гл, dagurмсогл-ar{+}(í mánaðinum); Кaко́е сего́дня число́? - Сего́дня тре́тье сентября́ Hvør dagur er (í mánaðinum [mɔananʊn] (редко[mɔanajɪnʊn])) í dag?- Í dag er triði september [-Ꞌtʰεmpʊɹ]; Hvat dato er í dag? - Í dag er triði september [-Ꞌtʰεmpʊɹ]; Како́го числа́ бу́дет конце́рт? - Конце́рт бу́дет второ́го октября́ Hvønn dag verður konsertin [-Ꞌsε-]?; - Konsertin [-Ꞌsε-] verður annan oktober [-Ꞌtʰoːpʊɹ]; в пе́рвых чи́слах ма́рта fyrst [fɪst] í mars, tíðliga [tʰʊʎja] í mars; с тре́тьего по деся́тое число́ frá triðja til fjórða; поста́вить число́ (на чём-л.) seta dato (á o-t), datera [-Ꞌtʰeː-]ннк(o-t), dagfesta [takf-]нпir(t)офиц.(o-t)3.(количество) talс0о{a/ø}; число́ студе́нтов talið av lesandi; число́м де́сять tíggju í tali; число́м в 500 челове́к upp á 500 mans; в большо́м числе́ слу́чаев í mongum førum; по числу́ чле́нов eftir [εʰtː-] limatalinum; кру́глым число́м við einum rundaðum tali4.(состав): быть в числе́Genvera millum [-tl-]Вин(Род с личн. мест., иначекн.,уст.), vera ein avДат; оди́н из их числа́ ein av teimum; он не принадлежи́т к их числу́ hann hoyrir ikki til millum [-tl-] teirra; в числе́ пе́рвых millum [-tl-] teir fyrstu [fɪstʊ]; ста́витького-л.в число́ лу́чших поэ́тов teljaur(d){е/а}o-nmillum [-tl-] tey bestu skaldini5.máll.(грамматическая категория) talс0о{a/ø}@без числа́óteljandi [-Ꞌtʰε-]глandi, ótaldurсогл;нет {нестьbókl.} числа́Datvit vita ikki tal áДат;в том числе́(в т.ч.) teirra millum [-tl-], millum [-tl-] teirra, og eisini; inklusiv [ɪŋ̊kʰlusiːv-]ннкВин(включая) =>еди́нственный@,за́дний@,мно́жественный@,принадлежа́ть4,сре́дний2,це́лый5
числово́й	adjtal-; numeriskur [-Ꞌmeː-]соглспец.; числова́я величина́ talstødd; числовы́е да́нные tøl, talupplýsingar
чи́стик	m: обыкнове́нный чи́стик (Cepphus grylle) teistiмгл-i
чи́стиковые	m plursvartfuglurмсогл-arсобир.
чисти́лище	nrel.,fl.skerseldur [ʃeːʂ-]ннкмсогл-arрел., перен, reinsanareldurлпмсогл-arрел., перен, reinsingareldurлпмсогл-arрел., перен.
чисти́льщик	m: чисти́льщик сапо́г skóbustariмгл-ari
чи́стить	чи́щу, чи́ст|ишь, ~ятipfApfвы́чиститьвы́чищу, вы́чист|ишь, ~ят, почи́ститьпочи́щу, почи́ст|ишь, ~ят AccreinsaaðiВин тж перен.; bustaaðiВин(щёткой тж); ruddaaðio-t(убирать); støvsúgvaaðio-t(пылесосом); pussaaðio-t(начищать); reinsaaðio-t(трубу); reinsaaðio-tupp (канал,дно); чи́стить оде́жду a) (щёткой) busta klæðir; b) (химически) reinsa klæðir (kemiskt); чи́стить зу́бы busta tenn; чи́стить о́бувь busta skógvar; чи́стить но́гти reinsa negl; чи́стить доро́гу (от снега) rudda (kava) burtur av vegnum [veːnʊn]; чи́стить коня́ kembair(d)rossi, strigla {strikla}aðirossiпроф.; чи́стить пол в хлеву́ sópaaðigólvið í fjósinumBpf síочи́стить1.что-л.(освобождать от кожуры и др.) flysaur(t){y/u}(фрукты,овощи со шкуркой); (по)чи́стить карто́шку flysa eplir; (о)чи́стить апельси́н flysa eina appilsin [-Ꞌsiːn]; чи́стить оре́хи knekkaaðinøddirнкк; чи́стить ры́бу reinsaaðifisk; skrædlaaðifisk (снимать кожу); sløgair(d){+}fisk (потрошить); чи́стить ку́рицу reinsa eina hønu; чи́стить пух reinsa dún; чи́стить креве́ток pilkaaðirækjur2.Acctlm.(освобождать от вредных элементов) reinsaaðiВинút3.óvkm.(грабить) røvaaðiВин, rænair(d)Вин
чи́ститься	чи́щусь, чи́ст|ишься, ~ятсяipf(pfвы́чиститьсявы́чищусь, вы́чист|ишься, ~ятся; почи́ститьсяпочи́щусь, почи́ст|ишься, ~ятся)1.(чистить себя,одежду и др.) hampaaðiseg, bustaaðiseg2.pass(быть очищенным) verða reinsaðurглaður; я́блоки легко́ чи́стятся súreplini eru løtt at flysa
чи́стка	plurчи́ст|ки, ~ок, ~камf1.(кчи́стить А) reinsingж0-ar; bustingж0-ar(щёткой); pussingж0-ar(начищение); uppruddingж0-ar(уборка); uppreinsingж0-ar(канала,дна); sópingж0-ar(лопаткой); хими́ческая чи́стка оде́жды kemisk [kʰeː-] reinsing av klæðum; отда́ть пла́тье в чи́стку lata kjólan inn til reinsing; сро́чная чи́стка snarreinsing;sbr.химчи́стка2.(от шелухи) flysingж0-ar; reinsingж0-ar(av fiski) (рыбы); skrædlingж0-ar(снятие кожи); sløgingж0-ar(потрошение)3.(мастерская) reinsarí [-Ꞌrʊi]с0о4.(организации,партии) útreinsingж0-ar(politisk o.a.); подвергну́ть чи́стке reinsa út; ста́линские чи́стки útreinsingarnar hjá [tʃʰ-] Stalin [staːlin]
чи́сто	Iadv: чи́сто вы́стиранный vaskaður reinur; чи́сто напи́санный pentннкskrivaður; чи́сто говори́ть по-ру́сски tosa reint russiskt; чи́сто бе́лый reint hvítur; чи́сто славя́нское лицо́ eitt ektað slaviskt [slaː-] andlit [anl-]IIpredtað er reint; здесь чи́сто her er reint =>случа́йноI
чистови́к	Genчистовик|а́;plur~и́, ~о́в, ~а́мmtlm.reinskrivað eintakс0о{a/ø}, reint eintakс0о{a/ø}
чистово́й	adjreinskrivaðurглaður(переписанный начисто); чистово́й экземпля́р reinskrivað eintak, reint eintak; чистова́я тетра́дь stílahefti til innføring
чистога́н	móvkm.reiðir pengarмгл-iмн, kontantir [-Ꞌtʰa-] pengarмгл-iмн, kontantir [-Ꞌtʰa-]ж0-irмн; чистога́ном kontant [-Ꞌtʰa-]
чистокро́вный	stfчистокро́в|ен, ~на, ~но, ~ныadjreinurсогл, av reinum slag; чистокро́вная ло́шадь ross av reinum slag
чистописа́ние	nfagurskriftж0-ir
чистопло́тность	freinføriсгл-i, reinligheitннкж0-ir
чистопло́тный	stfчистопло́т|ен, ~на, ~но, ~ныadj1.(содержащий себя в чистоте) reinligurглigur, reinførurсоглкн.2.fl.(честный,порядочный) reinurсогл, óspilturсогл
чистоплю́й	m tlm., atf.1. (человек, избегющий черной рабты)o-r.sum skýggjar hart, tungt arbeiði2. (чистюля)o-r, sum er í reinligur,o-r, sum er ovurhonds [-hɔn̊s] reimligur
чистоплю́йство	n tlm., vanv.
чистопоро́дный	stfчистопоо́д|ен, ~на, ~но, ~ныadjreinurсогл, av reinum slag;
чистосерде́чие	n síчистосерде́чность
чистосерде́чность	ftað at vera opin, tað at vera erligurннк, tað at vera ærligurнп(искренный); tað at vera opinskáraður (откровенный),síчистосерде́чный
чистосерде́чный	stfчистосерде́ч|ен, ~на, ~но, ~ныadjopinсоглосн, erligurннкглigur, ærligurнпглigur(искренный); opinskáraðurглaður(откровенный); чистосерде́чное призна́ние opinskárað játtan
чистосо́ртный	stfчистосо́рт|ен, ~на. ~но, ~ныadjreinurсогл(чистый), óblandaðurглaður(не смешаннтый), av sama (одного сорта) slag (um sáð o.tíl./
чистота́	ftað at vera reinur; nossligheitж0-ir(опрятность); reinleikiмгл-i(б.ч. перен.); сверка́ть чистото́ vera (so) gullreinur; наводи́ть чистоту́ gera reint =>соблюда́ть1
чистоте́л	m(Chelidonium majus) svaluurtж0-ir
